Answer,Part_id,Sc_id,proportion_valid,High_numfixations,High_longestfixation,High_meanfixationduration,High_stddevfixationduration,High_timetofirstfixation,High_timetolastfixation,High_proportionnum,High_proportiontime,High_fixationrate,High_totaltimespent,High_meanpupilsize,High_stddevpupilsize,High_maxpupilsize,High_minpupilsize,High_startpupilsize,High_endpupilsize,High_meanpupilvelocity,High_stddevpupilvelocity,High_maxpupilvelocity,High_minpupilvelocity,High_meandistance,High_stddevdistance,High_maxdistance,High_mindistance,High_startdistance,High_enddistance,High_proptransfrom_High,High_proptransfrom_Low,High_proptransfrom_Med,Low_numfixations,Low_longestfixation,Low_meanfixationduration,Low_stddevfixationduration,Low_timetofirstfixation,Low_timetolastfixation,Low_proportionnum,Low_proportiontime,Low_fixationrate,Low_totaltimespent,Low_meanpupilsize,Low_stddevpupilsize,Low_maxpupilsize,Low_minpupilsize,Low_startpupilsize,Low_endpupilsize,Low_meanpupilvelocity,Low_stddevpupilvelocity,Low_maxpupilvelocity,Low_minpupilvelocity,Low_meandistance,Low_stddevdistance,Low_maxdistance,Low_mindistance,Low_startdistance,Low_enddistance,Low_proptransfrom_High,Low_proptransfrom_Low,Low_proptransfrom_Med,Med_numfixations,Med_longestfixation,Med_meanfixationduration,Med_stddevfixationduration,Med_timetofirstfixation,Med_timetolastfixation,Med_proportionnum,Med_proportiontime,Med_fixationrate,Med_totaltimespent,Med_meanpupilsize,Med_stddevpupilsize,Med_maxpupilsize,Med_minpupilsize,Med_startpupilsize,Med_endpupilsize,Med_meanpupilvelocity,Med_stddevpupilvelocity,Med_maxpupilvelocity,Med_minpupilvelocity,Med_meandistance,Med_stddevdistance,Med_maxdistance,Med_mindistance,Med_startdistance,Med_enddistance,Med_proptransfrom_High,Med_proptransfrom_Low,Med_proptransfrom_Med
1,P24_01,seg13,0.9883430474604497,30,616,225.5,108.66961952126525,2315030,14090065,0.7142857142857143,0.0003424837845445,0.0044345898004434,6765,3.682246015936256,0.1417433820724661,4.1205,3.0745,3.6665,3.677,1.0216782311676856e-06,2.798531700872025e-06,3.67757430201141e-05,0.0,698.9319721115543,3.563799567946847,709.35,692.2,695.3,693.9000000000001,0.3142857142857143,0.3428571428571428,0.3428571428571428,11,2265,428.54545454545456,612.7548226878943,216514,19902656,0.9166666666666666,0.0002386501936944,0.0023334747560458,4714,3.7846253968253936,0.1770069882101836,4.0925,3.404,3.805,3.605,9.75928931634715e-07,1.822281313870294e-06,2.29074096313198e-05,0.0,690.8561904761897,2.3914693325858907,697.5999999999999,687.35,695.7,690.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,9,2265,464.55555555555554,679.1494885353134,15205945,19902656,0.9,0.0002116666227909,0.002152595072949,4181,3.789028985507246,0.1881067372831996,4.0925,3.404,3.6125,3.605,9.171760609657702e-07,1.3676739987956822e-06,1.1708195737015875e-05,0.0,690.1554347826082,1.5695475292708725,694.9,687.35,692.8,690.7,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,P24_01,seg15,0.9758534554537884,44,433,210.54545454545453,91.65010677506928,116584,19769437,0.6197183098591549,0.0004750049659143,0.0047495682210708,9264,3.505761379310345,0.1795640658790085,3.964,2.639,3.513,3.503,1.3950469956784923e-06,4.674936569082725e-06,9.870909636745723e-05,0.0,715.6871034482754,4.706786847428829,731.6,707.65,723.8,712.5,0.3274336283185841,0.336283185840708,0.336283185840708,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1,P24_02,seg1,0.9117402164862616,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,48,1516,258.5,242.20546930592243,183204,19336358,0.7741935483870968,0.0006809919761165,0.0038684719535783,12408,3.627610801781736,0.2299394138253565,4.0985000000000005,1.888,3.3775000000000004,3.5455,1.2230573015671608e-06,3.776869912103463e-06,5.854097868507957e-05,0.0,565.5152561247215,3.536641452845918,573.25,559.1500000000001,569.85,563.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1,P24_02,seg2,0.9150707743547044,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,39,383,166.64102564102564,66.98015699070378,299788,19952612,0.6610169491525424,0.0003553867227104,0.0060009232189567,6499,3.741697955390336,0.263527228080792,4.3365,2.476,3.706,3.5385,1.8301104344114844e-06,7.371908533295154e-06,0.0001261558784676,0.0,599.1408921933084,4.544741445640546,608.5,587.0,587.0,605.05,0.3253012048192771,0.3373493975903614,0.3373493975903614,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1,P24_02,seg3,0.9358867610324728,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,18,483,277.55555555555554,119.33700290118698,10042910,19236386,0.5625,0.000267116737339,0.0036028823058446,4996,3.691059490084987,0.1640129979493399,3.9695,3.137,3.497,3.818,8.410283422044892e-07,1.6557970214054842e-06,1.993395376763733e-05,0.0,602.2382436260621,1.6596983493792712,608.35,597.25,600.7,602.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,41,483,247.4390243902439,107.59531792333895,16654,19236386,0.6721311475409836,0.0005424137910938,0.0040413997042878,10145,3.584537815126051,0.2151417468061046,3.9695,2.377,3.8025,3.818,1.0097906886377967e-06,3.559408352105612e-06,5.794751696391043e-05,0.0,601.781092436975,1.785945107478755,608.35,596.95,604.2,602.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
0,P24_02,seg4,0.93255620316403,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,17,400,185.1764705882353,93.66378388558036,8693892,13756963,0.7391304347826086,0.0001689129640538,0.005400254129606,3148,3.405926530612244,0.1791276410642475,3.873,2.108,3.785,3.609,1.0307801754349969e-06,3.3173405644373923e-06,3.674572200540379e-05,0.0,604.1565306122452,1.980571153568069,612.15,600.25,612.15,604.5,0.325,0.325,0.35,53,749,210.8679245283019,122.31407204655387,999295,19852627,0.7681159420289855,0.00059967321673,0.0047423049391553,11176,3.493305035128808,0.1721734307492816,3.894,2.108,3.544,3.523,9.0556567087342e-07,2.474030925947236e-06,3.674572200540379e-05,0.0,605.0585480093669,2.090407556175663,612.55,598.9000000000001,611.0,603.85,0.3153846153846154,0.3384615384615385,0.3461538461538461
1,P24_02,seg5,0.9275603663613656,37,333,168.43243243243242,65.38796208466499,9809760,19702785,0.902439024390244,0.0003361935136769,0.0059370988446726,6232,3.4325424242424263,0.1518958238858105,3.679,2.3025,3.292,3.3605,1.1306272439128987e-06,3.944238579642606e-06,5.448487031700287e-05,0.0,606.2704040404042,2.475644078134637,614.65,600.0,605.0,613.55,0.336734693877551,0.336734693877551,0.3265306122448979,25,749,247.96,152.10398855169228,133239,7994373,0.8620689655172413,0.0003344132848657,0.0040329085336344,6199,3.174886467889909,0.1915477860018437,3.7095,1.932,3.7095,3.05,8.421960562231386e-07,4.210999339721102e-06,7.433649573675993e-05,0.0,602.5433486238528,2.0481815377342305,610.2,598.65,604.5,605.1,0.3235294117647059,0.3382352941176471,0.3382352941176471,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
0,P24_02,seg6,0.9125728559533722,26,383,159.53846153846155,74.79851911327164,49964,19452992,0.8666666666666667,0.0002274474328022,0.0062680810028929,4148,3.4539253048780463,0.1183179438668765,3.7955,2.7865,3.4785000000000004,3.403,1.1086471828969284e-06,2.700273233677941e-06,1.945478563708417e-05,0.0,605.9353658536588,1.5943753928309137,614.65,601.7,607.25,605.9000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,20,516,223.15,119.80390776510367,3297674,14456509,0.5,0.0002447198391023,0.0044812906116961,4463,3.624189393939391,0.2299441977561044,4.071,1.677,3.3025,3.714,1.569149900528437e-06,8.812628256532575e-06,0.0001280019212295,0.0,608.7813636363635,1.8871046045037647,613.7,604.2,610.75,606.65,0.3055555555555556,0.3333333333333333,0.3611111111111111,17,516,224.35294117647052,121.19712309728654,5179681,14456509,0.5,0.0002091331988205,0.0044572627163083,3814,3.676619485294117,0.1512417832445653,4.071,3.138,3.2905,3.633,1.436326579988005e-06,7.850920143054501e-06,0.0001280019212295,0.0,608.5215073529411,1.7928740475837213,612.75,604.2,609.2,606.75,0.2916666666666667,0.3333333333333333,0.375
1,P24_02,seg7,0.9092422980849292,44,416,176.0681818181818,78.61427698233028,5612725,19935942,0.8148148148148148,0.0004263501215595,0.0056796179166128,7747,3.543754606365156,0.1929689281062732,3.9215,1.35,3.7955,3.277,1.363450277890481e-06,4.746390983940873e-06,7.510806916426512e-05,0.0,608.2606365159123,2.661269868368956,617.05,601.7,608.55,611.75,0.3125,0.3392857142857143,0.3482142857142857,6,433,213.66666666666663,127.89943966517863,1149197,4446879,0.3529411764705882,7.055387322052345e-05,0.0046801872074883,1282,3.7687242990654215,0.1271723172388932,4.071,3.4315,3.7425,3.714,9.786235257232348e-07,1.1316332107370123e-06,6.544581206844791e-06,0.0,607.0584112149534,1.280375939436591,609.9,604.2,609.05,606.65,0.1666666666666666,0.3333333333333333,0.5,7,433,199.8571428571429,122.33891254956258,982648,4446879,0.4117647058823529,7.699287725078963e-05,0.0050035739814152,1399,3.758765486725664,0.1309710994360366,4.071,3.4315,3.7425,3.633,1.0353194175814944e-06,1.1806479205072757e-06,6.544581206844791e-06,0.0,607.1659292035398,1.349690200675788,610.05,604.2,609.05,606.75,0.1666666666666666,0.3333333333333333,0.5
1,P24_02,seg9,0.8942547876769359,43,733,192.1860465116279,111.5973322376893,233168,12591109,0.6825396825396826,0.0004624314718414,0.0052032913843175,8264,3.5736857562408213,0.2071278138075602,3.996,2.084,3.551,3.8765,1.0869624526251248e-06,3.385881063744383e-06,6.839197790320643e-05,0.0,612.3139500734209,2.01029061196696,618.9,606.5,611.65,611.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,30,450,179.9,78.70694225175242,6695270,19552910,0.625,0.0003020017731762,0.0055586436909394,5397,3.633411633109616,0.1757080535677934,3.996,2.818,3.23,3.3775,9.83755307581271e-07,2.088919335153853e-06,2.665866106274392e-05,0.0,612.3229306487697,2.128338822979988,618.9,606.5,610.4,612.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1,P24_02,seg10,0.9134054954204828,55,500,191.47272727272727,78.69487595570313,1598878,599576,0.7534246575342466,0.0005769201165322,0.0052226759092203,10531,3.6584052044609696,0.1531910308509534,4.0145,2.818,3.862,3.8765,7.473406133469923e-07,1.3015613896020231e-06,1.9333533473431404e-05,0.0,612.0963444857493,1.7632506905734184,619.1500000000001,606.5,613.3,611.25,0.3407407407407407,0.3481481481481481,0.3111111111111111,56,500,190.1428571428572,78.60868066139183,383062,19852701,0.7671232876712328,0.0005833297313489,0.005259203606311,10648,3.655758917589179,0.1514641341239586,4.0145,2.818,3.115,4.0145,8.078500765412703e-07,1.6511148573155036e-06,2.665866106274392e-05,0.0,612.0911439114386,1.7709430276258211,619.1500000000001,606.5,611.0,614.3,0.3405797101449275,0.3478260869565217,0.3115942028985507,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1,P24_02,seg11,0.9109075770191508,26,433,186.53846153846155,75.02651838875678,8577254,19702734,0.5531914893617021,0.0002664279472259,0.005360824742268,4850,3.5680355263157906,0.1745510167305672,3.8735,2.642,2.791,3.5625,1.3139677527654268e-06,4.3076899129939e-06,4.617232062443711e-05,0.0,626.0851315789474,2.465855748755454,630.7,620.6,629.1500000000001,626.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,20,466,234.0,99.3823027770194,316444,6228910,1.0,0.0002570892356737,0.0042735042735042,4680,3.37667877094972,0.1674732183837049,3.711,2.543,3.447,3.4345,1.2236263199158077e-06,3.715536702057184e-06,3.848694085860102e-05,0.0,622.9269553072627,1.3652627016422738,626.8,619.05,620.75,623.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1,P24_02,seg12,0.9009159034138218,53,516,190.2075471698113,81.65225478316945,49965,19919298,0.803030303030303,0.0005599315307215,0.0052574149389941,10081,3.4781560150375936,0.1768783167283152,3.8345,2.074,3.3765,3.4915000000000003,1.1223244713697517e-06,3.136573990127896e-06,4.5932152506754736e-05,0.0,622.5535714285718,2.287672852120566,629.65,615.75,624.45,623.0,0.3191489361702128,0.3404255319148936,0.3404255319148936,12,433,204.0833333333333,88.63762625363333,49965,3530841,1.0,0.0001360254259237,0.0048999591670069,2449,3.446215425531915,0.1360935020916967,3.69,2.801,3.3765,3.5805,1.0998599504700358e-06,1.7193957375436964e-06,1.2368658060642449e-05,0.0,621.6364361702127,1.4650708807916215,626.55,619.45,624.45,622.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
